Spec_File,OptUV_Radius_cm,OptUV_Temperature_K,OptUV_ChiSquare,SoftX_Radius_cm,SoftX_Temperature_K,SoftX_ChiSquare
0357,326831321580399.75,50796.96148686583,2.465520787884612e+40,3740503579855.1514,545972.6933965883,6.96890981887042e+42
0358,326831321580399.75,52204.57970602628,4.734807416284756e+40,5159393814953.366,460982.5695836015,1.4864330857758657e+42
0359,316487680644833.06,50796.96148686583,1.8502595405577544e+40,3988997788326.376,545972.6933965883,3.7989488018104165e+42
0360,326831321580399.75,52204.57970602628,1.3776198303044002e+40,3507489292637.443,545972.6933965883,2.7046536632090837e+42
0361,396391955737937.4,53651.20397974041,7.172319777531217e+40,1530146344792928.5,178714.81866187273,3.279631327978016e+40
0362,359935142432174.0,50796.96148686583,5.846372889400119e+40,2891979376341.5117,545972.6933965883,2.173456483410515e+42
0363,396391955737937.4,50796.96148686583,3.1686782147601637e+40,47458285667943.86,287026.8564601882,1.401391321018278e+42
0364,371698759473522.7,49427.297582481406,5.924008129224213e+40,6461996247578.049,460982.5695836015,1.1321465020334956e+42
0365,359935142432174.0,50796.96148686583,3.065454505984277e+40,4996108004985.691,476850.00108219223,1.7043000443835458e+42
0366,436541376626919.4,49427.297582481406,6.86839967121524e+40,4119368615813.722,510242.17724234634,1.6297088099923676e+42
0367,316487680644833.06,53651.20397974041,1.9994453024554628e+40,4536607820492.515,493263.6037355609,1.0347965612924344e+42
0368,306471397892951.3,53651.20397974041,4.248086715030625e+40,4684875968766.25,476850.00108219223,1.460197308893213e+42
0369,348543823340088.1,50796.96148686583,3.9457708899755674e+39,5159393814953.366,460982.5695836015,5.869967758398084e+41
0370,371698759473522.7,50796.96148686583,4.610184507020433e+40,4254000301181.0786,510242.17724234634,3.734643758087231e+42
0371,496469822312222.06,50796.96148686583,2.432241202003345e+40,8357984947891.931,402620.02379144216,1.2575778685568475e+42
0372,512695747968727.56,50796.96148686583,5.376030209351243e+40,4996108004985.691,460982.5695836015,6.211546475636883e+41
0373,348543823340088.1,49427.297582481406,4.41191351956524e+40,5502149664498.068,430814.1282887437,1.9091380850187554e+41
0374,348543823340088.1,49427.297582481406,5.869329766047872e+40,7349099765997.988,402620.02379144216,1.516081771839744e+41
0375,337513019616912.56,52204.57970602628,4.8989076820641397e+39,6059446853495.872,416478.5643719295,2.725860748907719e+41
0376,316487680644833.06,52204.57970602628,1.9374166821419192e+40,5328016230076.534,430814.1282887437,5.220390708703281e+41
0377,306471397892951.3,50796.96148686583,1.7437222409914334e+40,4837989905933.884,460982.5695836015,1.0000729438621974e+42
