Spec_File,OptUV_Radius_cm,OptUV_Temperature_K,OptUV_ChiSquare,SoftX_Radius_cm,SoftX_Temperature_K,SoftX_ChiSquare
0202,359935142432174.0,41950.93588729162,3.127258196366598e+40,3740503579855.1514,445643.1351108912,3.899871158451702e+41
0203,621814547189458.4,43113.424743658674,4.321078517132723e+41,1728723059741.5186,545972.6933965883,2.9409143420230257e+41
0204,684796385263151.5,40819.79179996614,2.4949761609109283e+41,749181517730.5321,545972.6933965883,6.681484055065231e+40
0205,684796385263151.5,39719.147316981514,7.930624998738632e+40,314399483615.30316,545972.6933965883,1.554842356939084e+40
0206,450808684738713.25,39719.147316981514,3.654088764596163e+40,5328016230076.534,389222.6333479636,1.2931238269061179e+41
0207,546755847460193.56,41950.93588729162,1.9703781541640225e+41,3184899793878.313,510242.17724234634,5.235577137327261e+41
0208,450808684738713.25,41950.93588729162,7.68132011214426e+40,3396483377864.7783,445643.1351108912,4.792931833642489e+41
0209,396391955737937.4,39719.147316981514,4.3421950828823115e+40,5502149664498.068,363750.433443757,2.097475423090221e+41
0210,371698759473522.7,40819.79179996614,2.651760993010058e+40,6673191099699.122,351646.4488109529,4.301874334266424e+40
0211,409347076302336.4,39719.147316981514,3.599013465594071e+40,8093469310810.928,328633.3764141353,1.3307376481924313e+40
0212,359935142432174.0,41950.93588729162,5.435882330950273e+40,8631145644288.462,328633.3764141353,4.556786783637075e+40
0213,409347076302336.4,39719.147316981514,5.195742609988164e+40,8913233943034.248,339945.2305545469,5.084406487064413e+40
0214,371698759473522.7,43113.424743658674,6.33092380226469e+40,7349099765997.988,339945.2305545469,1.0130890899048837e+40
0215,371698759473522.7,41950.93588729162,3.098244636633439e+40,2542891030606.955,493263.6037355609,2.9481088320726397e+41
0216,583078673689622.1,43113.424743658674,2.134186885141294e+41,1067142752446.2457,493263.6037355609,6.50237483514216e+40
0217,436541376626919.4,43113.424743658674,1.431753894405848e+41,5867675935648.598,389222.6333479636,2.1080876287825755e+41
0218,465542285604540.44,41950.93588729162,4.5422107137016995e+40,7116513584197.631,339945.2305545469,6.51491122433359e+40
0219,512695747968727.56,40819.79179996614,7.579326419137588e+40,9505369992715.307,339945.2305545469,5.217497631696613e+40
0220,396391955737937.4,41950.93588729162,3.0516671270948246e+40,8093469310810.928,339945.2305545469,7.377763828226318e+40
0221,436541376626919.4,43113.424743658674,1.6656236370369018e+41,2625999326339.922,527805.1684035911,8.353007087677776e+41
0222,396391955737937.4,40819.79179996614,5.968655998552247e+40,3184899793878.313,445643.1351108912,6.001021339764316e+41
0223,326831321580399.75,44308.126953854226,4.634170359810942e+40,5502149664498.068,363750.433443757,1.3137403107792924e+41
0224,326831321580399.75,41950.93588729162,4.3478076177615977e+40,6461996247578.049,363750.433443757,9.143859918156473e+40
0225,326831321580399.75,44308.126953854226,3.9942068211426854e+40,3084103273751.8486,416478.5643719295,4.398439794759668e+41
0226,337513019616912.56,40819.79179996614,6.676538843475624e+40,2625999326339.922,460982.5695836015,6.755859717435267e+41
0227,316487680644833.06,41950.93588729162,2.8018818450975974e+40,2986496787575.317,493263.6037355609,6.806878744444366e+41
0228,371698759473522.7,41950.93588729162,3.621649067227323e+40,4393032100351.1543,445643.1351108912,3.914923996971003e+41
0229,348543823340088.1,40819.79179996614,3.3480405040458083e+40,4996108004985.691,445643.1351108912,5.379747730320449e+41
0230,337513019616912.56,40819.79179996614,4.770938556885579e+40,4119368615813.722,430814.1282887437,2.1771686562207872e+41
0231,409347076302336.4,41950.93588729162,9.652335147569685e+40,7589287469431.688,351646.4488109529,9.602959037736356e+40
0232,409347076302336.4,41950.93588729162,6.576537351394969e+40,4837989905933.884,430814.1282887437,1.918604096644178e+41
0233,326831321580399.75,43113.424743658674,7.100208536349408e+40,3622123169553.179,460982.5695836015,3.904803999633239e+41
0234,409347076302336.4,43113.424743658674,1.5396637805571015e+41,3988997788326.376,510242.17724234634,3.4235238150247743e+41
0235,396391955737937.4,39719.147316981514,5.96669112801534e+40,3184899793878.313,527805.1684035911,5.994103575354859e+41
0236,359935142432174.0,43113.424743658674,9.012435292241893e+40,1520050384515.9585,476850.00108219223,5.458164122095529e+41
0237,348543823340088.1,41950.93588729162,3.3891562847768443e+40,2711823817433.4067,363750.433443757,6.378499536116416e+41
0238,337513019616912.56,41950.93588729162,3.978389599622711e+40,3862752970003.271,389222.6333479636,1.0741476672052257e+41
0239,371698759473522.7,41950.93588729162,9.9490530539826e+40,4684875968766.25,389222.6333479636,8.349806872179441e+40
0240,337513019616912.56,40819.79179996614,5.246587138870612e+40,8631145644288.462,339945.2305545469,2.6545485672277194e+41
0241,436541376626919.4,40819.79179996614,6.089144561601666e+40,8357984947891.931,339945.2305545469,3.274855589163354e+40
0242,316487680644833.06,43113.424743658674,1.1503709767135465e+41,4684875968766.25,416478.5643719295,2.5398416726007807e+41
0243,316487680644833.06,43113.424743658674,7.995378038689289e+40,6059446853495.872,351646.4488109529,1.0454099719427283e+41
0244,306471397892951.3,40819.79179996614,3.337091155493966e+40,3862752970003.271,416478.5643719295,8.924789888939202e+40
0245,480757418884944.3,41950.93588729162,9.448066277212899e+40,1425359001572.086,416478.5643719295,1.5044266758384141e+40
0246,316487680644833.06,41950.93588729162,3.1745202996231135e+40,5681974232668.811,376271.0480311265,8.84470236569982e+40
0247,359935142432174.0,41950.93588729162,3.846469932029979e+40,294814000000.0001,161461.40010351967,0.0
0248,480757418884944.3,40819.79179996614,1.015742289585802e+41,294814000000.0001,161461.40010351967,0.0
0249,480757418884944.3,43113.424743658674,1.3004374190593274e+41,294814000000.0001,161461.40010351967,0.0
0250,396391955737937.4,41950.93588729162,6.734902733382973e+40,938328867685.6477,402620.02379144216,1.323133535022187e+34
0251,450808684738713.25,41950.93588729162,7.224532956654375e+40,294814000000.0001,161461.40010351967,0.0
0252,512695747968727.56,40819.79179996614,1.2216806960024808e+41,294814000000.0001,161461.40010351967,0.0
0253,546755847460193.56,40819.79179996614,1.1769040454862388e+41,294814000000.0001,161461.40010351967,0.0
0254,465542285604540.44,43113.424743658674,1.948343565513934e+41,1033369546729.8458,510242.17724234634,1.4674053176895224e+41
0255,465542285604540.44,40819.79179996614,8.331989043734367e+40,4837989905933.884,376271.0480311265,1.383697330113737e+41
0256,371698759473522.7,41950.93588729162,6.532859028880914e+40,7349099765997.988,363750.433443757,1.2428709247797634e+41
0257,316487680644833.06,43113.424743658674,6.266839863072462e+40,2625999326339.922,476850.00108219223,3.059604571715209e+41
0258,371698759473522.7,43113.424743658674,6.027389833131104e+40,3507489292637.443,389222.6333479636,2.7494391435502687e+41
0259,296772113009551.75,44308.126953854226,2.6701955011442575e+40,4536607820492.515,351646.4488109529,3.1160445083972113e+40
0260,337513019616912.56,41950.93588729162,4.598690358214755e+40,7116513584197.631,317697.9300964932,1.3705013031821513e+40
0261,383846842129873.5,41950.93588729162,6.559217315810123e+40,3862752970003.271,460982.5695836015,2.0675209478682664e+41
0262,337513019616912.56,43113.424743658674,3.188823102821621e+40,2711823817433.4067,402620.02379144216,1.7039535127045292e+41
0263,269477498772982.75,46797.76678721456,3.998743001794126e+40,2891979376341.5117,416478.5643719295,2.0833534620967503e+41
0264,316487680644833.06,41950.93588729162,4.463720702424895e+40,3740503579855.1514,376271.0480311265,1.2416180589696372e+41
0265,396391955737937.4,41950.93588729162,4.2818707767616214e+40,7349099765997.988,328633.3764141353,1.722956190912271e+40
0266,316487680644833.06,44308.126953854226,4.361097403234294e+40,8357984947891.931,307126.36643578357,2.9969893701863964e+39
0267,296772113009551.75,44308.126953854226,2.776433025196502e+40,6461996247578.049,328633.3764141353,1.3364944877912032e+40
0268,316487680644833.06,41950.93588729162,2.4056042521555216e+40,1785222227641.4202,460982.5695836015,6.662316627198741e+41
0269,337513019616912.56,40819.79179996614,3.2886531501544553e+40,4119368615813.722,351646.4488109529,2.6133649343718948e+41
0270,383846842129873.5,40819.79179996614,4.008564647768959e+40,9204541621404.6,307126.36643578357,7.067557485584052e+40
0271,326831321580399.75,43113.424743658674,8.045996074193923e+40,9816030217985.477,307126.36643578357,4.680026001124649e+39
