Spec_File,OptUV_Radius,OptUV_Temperature,OptUV_ChiSquare,SoftX_Radius,SoftX_Temperature,SoftX_ChiSquare
0316,97228612595164.75,169883.6437197453,4.6121519335036217e+42,3817450492069.5947,446401.63624961453,4.501361612914317e+41
0317,157633283042274.84,161461.40010351967,1.3596491166216488e+43,1849237387352.3691,469687.09846389916,7.5804627298783535e+40
0318,165437250604697.38,161461.40010351967,1.5366655154152573e+43,774918033144.0964,469687.09846389916,1.3613082403179458e+40
0319,107093929750912.53,161461.40010351967,6.307798116752596e+42,3817450492069.5947,403236.7181251849,1.8712621754166972e+41
0320,92642167063347.3,161461.40010351967,4.511461390140209e+42,2036870562768.1086,519965.2706590242,6.141101287028296e+41
0321,143112363554767.2,161461.40010351967,1.1252667405113887e+43,1140614355428.725,519965.2706590242,2.872579377116722e+43
0322,129929087353583.34,161461.40010351967,9.083955156508849e+42,4412955652750.838,424270.586733286,2.362004638324953e+41
0323,97228612595164.75,169883.6437197453,5.218184190425454e+42,4412955652750.838,403236.7181251849,2.8759093691854684e+41
0324,88272072274946.83,169883.6437197453,4.0535081413585504e+42,2856676842380.816,469687.09846389916,2.283393711282998e+41
0325,88272072274946.83,161461.40010351967,3.9729093297518224e+42,1599692525779.4668,575625.5251117854,1.8833914663603214e+42
0326,157633283042274.84,161461.40010351967,1.5149275816854392e+43,703533854932.9159,575625.5251117854,2.782693244356346e+41
0327,107093929750912.53,161461.40010351967,7.272604159683844e+42,3817450492069.5947,494187.1905238273,7.154522837561688e+41
0328,136361500379267.78,161461.40010351967,1.1545899187682495e+43,3465793214031.2837,469687.09846389916,9.232224716120356e+40
0329,97228612595164.75,169883.6437197453,5.64966180113315e+42,4006441416043.9155,424270.586733286,3.270896630640644e+41
0330,165437250604697.38,161461.40010351967,1.5953617808760312e+43,1940787777648.095,424270.586733286,1.040315994008088e+41
0331,97228612595164.75,161461.40010351967,4.428054189069272e+42,6817074057601.622,329024.8188586541,3.4612604309472195e+40
0332,92642167063347.3,169883.6437197453,4.7883527480937887e+42,7508769597190.191,329024.8188586541,7.645220633653762e+40
0333,92642167063347.3,161461.40010351967,4.296014496402476e+42,10034161291321.078,297209.68151673453,3.8366904065956747e+39
0334,97228612595164.75,161461.40010351967,5.4529294812901e+42,6495500623434.282,329024.8188586541,4.465479539341512e+40
0335,88272072274946.83,161461.40010351967,4.141200662878053e+42,6817074057601.622,329024.8188586541,7.268484200282415e+40
0336,88272072274946.83,161461.40010351967,4.479441758936574e+42,6189096376617.444,346187.603142919,4.667893062092386e+40
0337,84108122582942.3,169883.6437197453,3.769841053167161e+42,5101356948466.366,346187.603142919,5.586369392192237e+40
0338,88272072274946.83,161461.40010351967,4.1050429941904424e+42,5353910364736.312,364245.642579698,1.7700658484413087e+40
0339,88272072274946.83,169883.6437197453,4.684859945343917e+42,7508769597190.191,329024.8188586541,2.3059819773003207e+40
0340,102042119769462.38,169883.6437197453,6.449528607745923e+42,7508769597190.191,312712.90607213776,2.2534244511132864e+40
0341,92642167063347.3,161461.40010351967,4.205984946106753e+42,6817074057601.622,312712.90607213776,2.3802955612712807e+40
0342,88272072274946.83,169883.6437197453,4.05760789585888e+42,4631428313497.515,364245.642579698,1.1339038295579873e+41
0343,97228612595164.75,161461.40010351967,5.363738211188719e+42,7880507045267.491,329024.8188586541,5.054390449875144e+40
0344,88272072274946.83,161461.40010351967,3.7164900051273325e+42,6495500623434.282,329024.8188586541,2.4290345798069114e+40
0345,92642167063347.3,161461.40010351967,4.584634160580087e+42,7508769597190.191,312712.90607213776,1.6961212567326967e+40
0346,88272072274946.83,161461.40010351967,3.8675126831986893e+42,5618966969611.556,346187.603142919,2.938471104893515e+40
0347,102042119769462.38,169883.6437197453,6.857515023047598e+42,4412955652750.838,403236.7181251849,1.650414941850488e+41
0348,107093929750912.53,161461.40010351967,6.911961250147369e+42,5618966969611.556,364245.642579698,5.022765073295142e+40
0349,102042119769462.38,169883.6437197453,7.022469368700024e+42,8270648138377.99,329024.8188586541,7.482421659572106e+40
0350,80140593758723.81,169883.6437197453,2.906184364276734e+42,2593524457113.837,446401.63624961453,1.2687233367305835e+41
0351,80140593758723.81,169883.6437197453,3.343763980340398e+42,3465793214031.2837,403236.7181251849,1.3459078366312128e+41
0352,143112363554767.2,161461.40010351967,1.5062728578787073e+43,2856676842380.816,446401.63624961453,9.73608478758129e+40
0353,136361500379267.78,161461.40010351967,1.4087307587055307e+43,2856676842380.816,494187.1905238273,6.171524541302833e+41
0354,97228612595164.75,161461.40010351967,7.19022509070363e+42,2721922345840.4185,424270.586733286,5.010285955759741e+41
0355,150197442425220.62,161461.40010351967,1.7998663450785112e+43,3817450492069.5947,383245.63598981337,1.5492435841313097e+41
0356,165437250604697.38,161461.40010351967,2.1924190669018294e+43,1678888672304.4734,469687.09846389916,1.3575154217157948e+41
0357,97228612595164.75,161461.40010351967,5.836267489758719e+42,1678888672304.4734,383245.63598981337,1.2541458077229943e+41
0358,88272072274946.83,161461.40010351967,5.02949747146431e+42,5897145759768.532,312712.90607213776,3.7011610216360926e+40
0359,80140593758723.81,169883.6437197453,4.104652916841394e+42,5897145759768.532,312712.90607213776,1.0906874255436297e+40
0360,76360220282735.89,161461.40010351967,3.574826059892034e+42,1452331474082.144,494187.1905238273,5.762548091237484e+41
0361,84108122582942.3,169883.6437197453,4.8170135987376335e+42,2354613237961.394,383245.63598981337,2.7515061093591317e+41
0362,84108122582942.3,169883.6437197453,5.2363248853245156e+42,3817450492069.5947,364245.642579698,8.170095303223492e+40
0363,84108122582942.3,169883.6437197453,5.370680182672859e+42,2856676842380.816,403236.7181251849,1.3652103513415446e+41
